distance_km,noise_applied,total_pulses,protocol_name,protocol_class,raw_sifted_bits,secure_key_bits,secure_key_rate,analytic_rogers_sbr,qber,qber_ci_low,qber_ci_high,num_errors,sifted_z_basis,sifted_x_basis,detection_yield_signal,detection_yield_decoy,detection_yield_vacuum,qber_signal,qber_decoy,qber_vacuum,double_clicks_discarded,parameter_estimation_samples,channel_total_loss_db,channel_transmittance,status,simulation_time_sec,diag_double_clicks_total,diag_resolved_to_d0,diag_resolved_to_d1,diag_rogers_resolved_to_d0,diag_kept_both,diag_double_clicks_discarded,diag_tossed_events,diag_pre_batch_lost,diag_tossed_boundary,diag_gated_lost,diag_carry_over_events,diag_deadtime_dropped,diag_combined_flips_with_arrivals,diag_qber_flips_only,diag_qber_flips,diag_dead_time_suppressions,diag_isi_events,diag_afterpulse_events,diag_dark_count_events,diag_imd_click_events,diag_imd_absorbed_by_signal,diag_imd_absorbed_by_signal_pre_jitter,diag_imd_absorbed_by_signal_post_jitter,diag_multiple_fires_per_slot,diag_rogers_discarded_events,diag_kernel_tossed,diag_in_gate_fires,diag_out_of_gate_fires,diag_rng_exhausted,diag_buffer_resized,diag_num_retries,final_state_snippet,source_type,uses_density_matrices,ideal_emission_probability,statistics_type,error_model,modulation_index,intensity_jitter,N_channels,signal_pulse_index,use_small_angle_approximation,use_linear_modulation_approximation,is_bidirectional,mzm_status,electrical_noise_std_v,pulse_signal_mu,pulse_signal_prob,pulse_decoy_mu,pulse_decoy_prob,pulse_vacuum_mu,pulse_vacuum_prob,security_metadata_enabled,security_metadata_total_sent,det_override_det_eff_d0,det_override_det_eff_d1,det_override_dark_rate,det_override_dark_rate_d1,det_override_bias_voltage,det_override_breakdown_voltage,det_override_temperature_k,det_override_ref_temperature_k,det_override_ref_bias_voltage,params_wdm_channel_count,params_wdm_channel_power_dbm,params_wdm_raman_coefficient,params_filter_model,params_filter_awg_loss_db,params_awg_isolation_db,params_channel_total_loss_db,params_raman_dark_rate_hz,sweep_source_confidence_method
150.0,True,10000000,bb84-decoy,BB84DecoyProtocol,304,0,0.0,,0.01315789,0.0,0.03334493,4,147,157,5.21744e-05,8.5138e-06,0.0,0.01393728,0.0,0.0,1,30,30.0,0.001,ZERO_KEY,6.7661,0,0,0,0,0,0,1,0,0,0,0,0,32,12,12,0,298,0,0,0,0,0,0,0,0,1,578,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,GAUSSIAN
10.0,False,10000000,bb84-decoy,BB84DecoyProtocol,161297,38417,0.0038417,,0.0,0.0,2.287e-05,0,80524,80773,0.0276069533,0.0046971377,0.0,0.0,0.0,0.0,0,16130,2.0,0.63095734448,OK,7.0716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322822,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,HOEFFDING
20.0,False,10000000,bb84-decoy,BB84DecoyProtocol,105958,43197,0.0043197,,0.0,0.0,3.481e-05,0,52895,53063,0.0176030099,0.0045644475,0.0,0.0,0.0,0.0,0,10596,4.0,0.398107170553,OK,7.5724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211558,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,HOEFFDING
40.0,False,10000000,bb84-decoy,BB84DecoyProtocol,42530,15544,0.0015544,,0.0,0.0,8.673e-05,0,21200,21330,0.0070797667,0.0017945023,0.0,0.0,0.0,0.0,0,4253,8.0,0.158489319246,OK,7.1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85173,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,HOEFFDING
30.0,False,10000000,bb84-decoy,BB84DecoyProtocol,67088,24683,0.0024683,,0.0,0.0,5.498e-05,0,33373,33715,0.0111790647,0.0028000388,0.0,0.0,0.0,0.0,0,6709,6.0,0.251188643151,OK,7.7766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134363,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,HOEFFDING
50.0,False,10000000,bb84-decoy,BB84DecoyProtocol,27027,8616,0.0008616,,0.0,0.0,0.00013648,0,13430,13597,0.0045041827,0.0011252903,0.0,0.0,0.0,0.0,0,2703,10.0,0.1,OK,6.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54187,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,HOEFFDING
140.0,True,10000000,bb84-decoy,BB84DecoyProtocol,410,0,0.0,,0.01219512,0.0,0.02822853,5,200,210,6.91073e-05,1.49941e-05,0.0,0.01315789,0.0,0.0,1,41,28.0,0.001584893192,ZERO_KEY,12.1834,0,0,0,0,0,0,1,0,0,0,0,0,61,34,34,0,424,0,0,0,0,0,0,0,0,1,832,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,GAUSSIAN
60.0,False,10000000,bb84-decoy,BB84DecoyProtocol,17092,5162,0.0005162,,0.0,0.0,0.0002158,0,8565,8527,0.0028449357,0.0007227026,0.0,0.0,0.0,0.0,0,1709,12.0,0.063095734448,OK,5.7149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34174,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,HOEFFDING
70.0,False,10000000,bb84-decoy,BB84DecoyProtocol,10644,2753,0.0002753,,0.0,0.0,0.00034651,0,5321,5323,0.0017706317,0.0004528836,0.0,0.0,0.0,0.0,0,1064,14.0,0.039810717055,OK,5.5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21295,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,HOEFFDING
90.0,False,10000000,bb84-decoy,BB84DecoyProtocol,4343,330,3.3e-05,,0.0,0.0,0.00084902,0,2159,2184,0.0007222554,0.0001853751,0.0,0.0,0.0,0.0,0,434,18.0,0.015848931925,OK,5.8067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8505,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,HOEFFDING
100.0,False,10000000,bb84-decoy,BB84DecoyProtocol,2636,0,0.0,,0.0,0.0,0.00139844,0,1306,1330,0.0004419574,0.0001025973,0.0,0.0,0.0,0.0,0,264,20.0,0.01,ZERO_KEY,5.8711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5334,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,HOEFFDING
0.0,False,10000000,bb84-decoy,BB84DecoyProtocol,251410,60973,0.0060973,,0.0,0.0,1.467e-05,0,125673,125737,0.0430237148,0.0073996142,0.0,0.0,0.0,0.0,0,25141,0.0,1.0,OK,15.6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502378,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,HOEFFDING
110.0,False,10000000,bb84-decoy,BB84DecoyProtocol,1693,0,0.0,,0.0,0.0,0.00217653,0,837,856,0.000279242,7.84967e-05,0.0,0.0,0.0,0.0,0,169,22.0,0.006309573445,ZERO_KEY,5.5592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,HOEFFDING
80.0,False,10000000,bb84-decoy,BB84DecoyProtocol,6723,918,9.18e-05,,0.0,0.0,0.00054854,0,3411,3312,0.0011221524,0.0002759415,0.0,0.0,0.0,0.0,0,672,16.0,0.025118864315,OK,9.1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13345,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,HOEFFDING
120.0,False,10000000,bb84-decoy,BB84DecoyProtocol,1123,0,0.0,,0.0,0.0,0.00327945,0,580,543,0.0001919777,3.35214e-05,0.0,0.0,0.0,0.0,0,112,24.0,0.003981071706,ZERO_KEY,8.0737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,HOEFFDING
130.0,False,10000000,bb84-decoy,BB84DecoyProtocol,730,0,0.0,,0.0,0.0,0.00504051,0,355,375,0.0001217725,3.00161e-05,0.0,0.0,0.0,0.0,0,73,26.0,0.002511886432,ZERO_KEY,6.8502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,HOEFFDING
140.0,False,10000000,bb84-decoy,BB84DecoyProtocol,382,0,0.0,,0.0,0.0,0.00961028,0,179,203,6.2501e-05,1.90248e-05,0.0,0.0,0.0,0.0,0,38,28.0,0.001584893192,ZERO_KEY,6.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,HOEFFDING
150.0,False,10000000,bb84-decoy,BB84DecoyProtocol,306,0,0.0,,0.0,0.0,0.01198279,0,137,169,5.1467e-05,1.14969e-05,0.0,0.0,0.0,0.0,0,31,30.0,0.001,ZERO_KEY,5.5959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,HOEFFDING
20.0,True,10000000,bb84-decoy,BB84DecoyProtocol,105716,28982,0.0028982,,0.01045253,0.00982112,0.01108395,1105,52790,52926,0.0175905931,0.0044767854,6.8011e-06,0.01033677,0.01049459,0.64705882,1,10572,4.0,0.398107170553,OK,5.8996,68,40,28,0,0,0,1,0,0,0,0,0,14163,7020,7020,0,105755,212,0,0,0,0,0,628,0,1,211900,0,False,False,0,"{""afterpulse_total_count"": 212, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,HOEFFDING
0.0,True,10000000,bb84-decoy,BB84DecoyProtocol,251819,37982,0.0037982,,0.01007073,0.00967307,0.01046838,2536,125730,126089,0.0430443331,0.0075093805,1.55993e-05,0.00988318,0.01145597,0.61538462,1,25182,0.0,1.0,OK,6.6786,408,199,209,0,0,0,1,0,0,0,0,0,34592,17260,17260,0,251989,514,0,0,0,0,0,3266,0,1,504077,0,False,False,0,"{""afterpulse_total_count"": 514, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,HOEFFDING
30.0,True,10000000,bb84-decoy,BB84DecoyProtocol,67233,16317,0.0016317,,0.01018845,0.00940041,0.01097648,685,33560,33673,0.0111728077,0.0028659988,8.0071e-06,0.01001903,0.01029668,0.5,1,6723,6.0,0.251188643151,OK,6.5407,32,11,21,0,0,0,1,0,0,0,0,0,8940,4549,4549,0,67623,149,0,0,0,0,0,274,0,1,134829,0,False,False,0,"{""afterpulse_total_count"": 149, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,HOEFFDING
40.0,True,10000000,bb84-decoy,BB84DecoyProtocol,42511,9474,0.0009474,,0.00964456,0.00866949,0.01061963,410,21513,20998,0.0070686131,0.0018098651,1.6004e-06,0.0097714,0.00801548,0.25,1,4251,8.0,0.158489319246,OK,6.0999,13,7,6,0,0,0,1,0,0,0,0,0,5662,2798,2798,0,42335,79,0,0,0,0,0,109,0,1,84931,0,False,False,0,"{""afterpulse_total_count"": 79, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,HOEFFDING
60.0,True,10000000,bb84-decoy,BB84DecoyProtocol,17021,1691,0.0001691,,0.01045767,0.00881349,0.01210185,178,8520,8501,0.0028364826,0.0007072033,8.003e-07,0.01038129,0.00990099,1.0,1,1702,12.0,0.063095734448,OK,6.3955,2,0,2,0,0,0,1,0,0,0,0,0,2176,1054,1054,0,17139,30,0,0,0,0,0,15,0,1,34070,0,False,False,0,"{""afterpulse_total_count"": 30, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,HOEFFDING
50.0,True,10000000,bb84-decoy,BB84DecoyProtocol,26909,4121,0.0004121,,0.00977368,0.0085252,0.01102216,263,13366,13543,0.0044768957,0.0011407169,2.8006e-06,0.00922052,0.01445466,0.42857143,1,2691,10.0,0.1,OK,6.6228,6,3,3,0,0,0,1,0,0,0,0,0,3539,1743,1743,0,27234,56,0,0,0,0,0,39,0,1,54078,0,False,False,0,"{""afterpulse_total_count"": 56, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,HOEFFDING
80.0,True,10000000,bb84-decoy,BB84DecoyProtocol,6701,0,0.0,,0.01193852,0.00904025,0.01483678,80,3277,3424,0.0011103163,0.0002961725,4e-07,0.01211526,0.00844595,1.0,1,670,16.0,0.025118864315,ZERO_KEY,5.5756,0,0,0,0,0,0,1,0,0,0,0,0,888,436,436,0,6605,10,0,0,0,0,0,2,0,1,13310,0,False,False,0,"{""afterpulse_total_count"": 10, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,HOEFFDING
90.0,True,10000000,bb84-decoy,BB84DecoyProtocol,4211,0,0.0,,0.0097364,0.00628723,0.01318557,41,2107,2104,0.0007001085,0.0001810704,0.0,0.00987269,0.00828729,0.0,1,421,18.0,0.015848931925,ZERO_KEY,6.2983,0,0,0,0,0,0,1,0,0,0,0,0,556,274,274,0,4205,4,0,0,0,0,0,2,0,1,8393,0,False,False,0,"{""afterpulse_total_count"": 4, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,HOEFFDING
70.0,True,10000000,bb84-decoy,BB84DecoyProtocol,10860,191,1.91e-05,,0.01077348,0.00864906,0.0128979,117,5533,5327,0.0018140093,0.0004404762,4.001e-07,0.01042293,0.01475596,0.0,1,1086,14.0,0.039810717055,OK,7.9889,1,1,0,0,0,0,1,0,0,0,0,0,1445,727,727,0,10932,23,0,0,0,0,0,9,0,1,21702,0,False,False,0,"{""afterpulse_total_count"": 23, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,HOEFFDING
100.0,True,10000000,bb84-decoy,BB84DecoyProtocol,2667,0,0.0,,0.00712411,0.0031453,0.01110292,19,1304,1363,0.0004436124,0.0001125313,4.003e-07,0.00737403,0.00444444,0.0,1,267,20.0,0.01,ZERO_KEY,5.7441,0,0,0,0,0,0,1,0,0,0,0,0,352,172,172,0,2583,8,0,0,0,0,0,2,0,1,5254,0,False,False,0,"{""afterpulse_total_count"": 8, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,HOEFFDING
10.0,True,10000000,bb84-decoy,BB84DecoyProtocol,160578,20591,0.0020591,,0.01053694,0.01002547,0.0110484,1692,80265,80313,0.0275050977,0.0046384285,8.0016e-06,0.01048394,0.01077702,0.3,1,16058,2.0,0.63095734448,OK,13.9953,194,92,102,0,0,0,1,0,0,0,0,0,22079,10929,10929,0,160668,311,0,0,0,0,0,1430,0,1,321975,0,False,False,0,"{""afterpulse_total_count"": 311, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,HOEFFDING
120.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1100,0,0.0,,0.00818182,0.00088904,0.01547459,9,551,549,0.0001822567,4.89564e-05,0.0,0.00798403,0.01020408,0.0,1,110,24.0,0.003981071706,ZERO_KEY,5.4939,0,0,0,0,0,0,1,0,0,0,0,0,129,63,63,0,1038,3,0,0,0,0,0,1,0,1,2177,0,False,False,0,"{""afterpulse_total_count"": 3, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,HOEFFDING
110.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1731,0,0.0,,0.01270942,0.00623953,0.0191793,22,853,878,0.0002903895,6.60401e-05,4.003e-07,0.01314143,0.00757576,0.0,1,173,22.0,0.006309573445,ZERO_KEY,6.3489,1,0,1,0,0,0,1,0,0,0,0,0,217,105,105,0,1649,5,0,0,0,0,0,3,0,1,3399,0,False,False,0,"{""afterpulse_total_count"": 5, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,HOEFFDING
140.0,True,10000000,bb84-decoy,BB84DecoyProtocol,410,0,0.0,,0.0097561,0.0,0.0247899,4,203,207,6.81874e-05,1.69878e-05,4.002e-07,0.008,0.0,1.0,1,41,28.0,0.001584893192,ZERO_KEY,5.6912,0,0,0,0,0,0,1,0,0,0,0,0,49,24,24,0,405,1,0,0,0,0,0,0,0,1,832,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,HOEFFDING
150.0,True,10000000,bb84-decoy,BB84DecoyProtocol,274,0,0.0,,0.01094891,0.0,0.03166214,3,135,139,4.54616e-05,1.19926e-05,0.0,0.012,0.0,0.0,1,27,30.0,0.001,ZERO_KEY,5.6823,0,0,0,0,0,0,1,0,0,0,0,0,34,16,16,0,296,1,0,0,0,0,0,1,0,1,567,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,HOEFFDING
